RURAL_SCORE,ZIP_CODE,COUNTY,STATE,NAME,CITY,REGION,ADDRESS
37.1,55723,St. Louis,MN,Homestead Mills,,Midwest,221 River St.
1.3,76106,Tarrant,TX,"Hometown Feed & More, LLC",,South Central,5150 Blue Mound Rd.
43.9,44634,Columbiana,OH,"Homeworth Feed & Grain, Inc.",,Midwest,4401 Middle St.
21.3,17529,Lancaster,PA,"Hoober Feeds, Inc.",,Mid-Atlantic,3216 Mill Ln.
20.6,46528,Elkhart,IN,"Hoover Feed Service, Inc.",,Midwest,218 N. 5th St.
20.4,61747,Tazewell,IL,"Hopedale Agri Center, Inc.",,Midwest,615 W. State Route 122
10.7,53179,Kenosha,WI,Horn Trevor Feed Co.,,Midwest,11100 258th Ave.
27.6,97756,Deschutes,OR,"Horse Guard, Inc.",,North West,3848 N.W. 91st St.
100,50554,Pocahontas,IA,HorseTech,,Central,112 Walnut St.
13.1,97305,Marion,OR,"Hostetler Farms, LLC",,North West,4455 Quinaby Rd. N.E.
14.5,55025,Washington,MN,"Houle Co., Inc., E. J.",,Midwest,55 S.W. 2nd St.
N/A,71227,Lincoln,LA,"House Of Raeford Farms, Inc.",,South Central,100 N. Depot
45,28525,Lenoir,NC,"Howard Farms, LLC, J. C.",,Southeast,3326 Live Oak Hog Company Rd.
31.3,61834,Vermilion,IL,"HRW, Inc.",,Midwest,1850 E. Voorhees St.
20.8,57701,Pennington,SD,Hubbard Feeds,,Upper-West,426 Omaha St.
31.4,68601,Platte,NE,"Hubbard Feeds, Inc.",,Central,4431 E. 23rd St.
48.3,67420,Mitchell,KS,"Hubbard Feeds, Inc.",,Central,3154 U.S. Highway 24
27.4,57350,Beadle,SD,"Hubbard Feeds, Inc.",,Upper-West,115 Custer Ave. N.E.
22.5,57201,Codington,SD,"Hubbard Feeds, Inc.",,Upper-West,151 4th St. N.E.
53.6,50022,Cass,IA,"Hubbard Feeds, Inc.",,Central,60260 Marne Rd.
18.5,58502,Burleigh,ND,"Hubbard Feeds, Inc.",,Upper-West,1503 Yegan Rd.
52.8,56308,Douglas,MN,"Hubbard Feeds, Inc.",,Midwest,805 Nokomis St.
91.6,46565,Lagrange,IN,"Hubbard Feeds, Inc.",,Midwest,135 Main St.
21.3,17601,Lancaster,PA,"Hubbard Feeds, Inc.",,Mid-Atlantic,3349 Hempland Rd.
17.5,51106,Woodbury,IA,"Hubbard Feeds, Inc.",,Central,4520 S. York St.
18.5,52246,Johnson,IA,"Hubbard Feeds, Inc.",,Central,2420 Old Highway 218 S.
43.9,51002,Buena Vista,IA,"Hubbard Feeds, Inc.",,Central,5890 70th Ave.
24.7,54913,Outagamie,WI,"Hubbard Feeds, Inc.",,Midwest,1915 W. Edgewood Dr.
100,75831,Leon,TX,"Hubbard Feeds, Inc.",,South Central,125 Industrial Blvd.
27,52040,Dubuque,IA,"Hubbard Feeds, Inc.",,Central,1410 1st Ave. W.
41,56187,Nobles,MN,"Hubbard Feeds, Inc., Ridley Block Opers.",,Midwest,2740 County Road 35 E.
40.8,76861,Runnels,TX,"Hudson Livestock Supplements, Inc.",,South Central,8150 N. Thompson Rd.
47.1,60113,Ogle,IL,"Hueber, LLC",,Midwest,110 Main St.
47.1,61043,Ogle,IL,"Hueber, LLC",,Midwest,100 N. 1st St.
12.4,94952,Sonoma,CA,"Hunt & Behrens, Inc.",,Western,30 Lakeville St.
68,47923,White,IN,"Hunter Nutrition, Inc.",,Midwest,200 N. South St.
18.2,30269,Fayette,GA,"Huvepharma, Inc.",,Southeast,"525 Westpark Dr., Ste. 230"
N/A,63116,St. Louis City,MO,"Huvepharma, Inc.",,Central,3360 Maury Ave.
60.7,53932,Columbia,WI,I D O Feed & Supply Corp.,,Midwest,638 Vita Plus Dr.
74,52172,Allamakee,IA,"Impro Products, Inc.",,Central,3 Allamakee St.
8.9,80301,Boulder,CO,"In Clover, Inc.",,Upper-West,3133 Indian Rd.
47.3,56244,Stevens,MN,"Independent Farmers Agricultural Services, LLC",,Midwest,24913 County Road 1
50.5,50075,Hamilton,IA,Innovative Ag Services,,Central,1410 Dewitt St.
71.5,52237,Delaware,IA,Innovative Ag Services Co.,,Central,3076 Highway 38
48.6,53963,Dodge,WI,Insight FF,,Midwest,W7197 Highway 49
48.6,53039,Dodge,WI,"Intensa, Inc.",,Midwest,561 S. Fairfield Ave.
4.8,48326,Oakland,MI,"Intensa, Inc.",,Midwest,2900 Auburn Ct.
15.7,84320,Cache,UT,Intermountain Farmers Assn.,,Upper-West,1750 E. Center St.
0.9,84020,Salt Lake,UT,Intermountain Farmers Assn.,,Upper-West,1071 E. Pioneer Rd.
0.9,84119,Salt Lake,UT,Intermountain Farmers Assn.,,Upper-West,1147 W 2100 S
73.9,84624,Millard,UT,Intermountain Farmers Assn.,,Upper-West,498 W. Main St.
33.9,50158,Marshall,IA,International Ingredient Corp.,,Central,204 Pembleton Dr.
1.1,63026,St. Louis,MO,International Ingredient Corp.,,Central,150 Larkin Williams Industrial Ct.
43.9,52577,Mahaska,IA,International Ingredient Corp.,,Central,2389 Highway 23
60.2,53566,Green,WI,International Ingredient Corp.,,Midwest,301 W. 13th St.
70.6,50662,Fayette,IA,International Ingredient Corp.,,Central,18556 60th St.
0.9,84104,Salt Lake,UT,"INVE Aquaculture, Inc.",,Upper-West,3528 W 500 S
0.6,46250,Marion,IN,Invigo,,Midwest,"8520 Allison Pointe Blvd., Ste. 400"
57.2,66749,Allen,KS,"Iola Grain, Inc.",,Central,713 N. Industrial Rd.
55.8,13092,Cayuga,NY,"IPM Laboratories, Inc.",,New York-New Jersey,980 Main St.
73.6,62848,Washington,IL,Irvington Elevator Co.,,Midwest,201 W. Superior St.
67.8,29108,Newberry,SC,"ISE Newberry, Inc.",,Southeast,2431 Vincent St.
26.7,69130,Dawson,NE,Island Dehy Co.,,Central,303 S. Meridian Ave.
26.7,69130,Dawson,NE,Island Dehy Co.,,Central,120 E. 6th St.
35.4,75561,Bowie,TX,"IsoNova Technologies, LLC",,South Central,180 Oak Tree
56.2,43567,Fulton,OH,"J & B Feed Co., Inc.",,Midwest,140 S. Brunell St.
88.3,39452,George,MS,"J & B Feeds, Inc.",,Southeast,39 Virginia St.
73,41240,Johnson,KY,"J & H, Inc.",,Southeast,219 Mill Branch Rd.
2.6,11967,Suffolk,NY,J & M Feed Corp.,,New York-New Jersey,675 Montauk Hwy.
73.2,35055,Cullman,AL,"J & R Feed Services, Inc.",,Southeast,100 8th St. N.E.
42.4,88061,Grant,NM,J. D. Feed & Supply,,South Central,402 Silver Heights Blvd.
79.1,72857,Yell,AR,"J. S. Bar Feedmill & Supply, Inc.",,South Central,Smith Ln.
15.5,93274,Tulare,CA,J.D. Heiskell & Co.,,Western,1939 Hillman St.
20.5,80651,Weld,CO,J.D. Heiskell & Co.,,Upper-West,450 N. Front St.
10.9,93230,Kings,CA,"J.D. Heiskell Holdings, LLC",,Western,10188 Kansas Ave.
58.1,83355,Gooding,ID,"J.D. Heiskell Holdings, LLC",,North West,1999 Frontage Rd. N.
58.1,83330,Gooding,ID,"J.D. Heiskell Holdings, LLC",,North West,1711 S 2300 E
75.9,66436,Jackson,KS,"Jackson Farmers, Inc.",,Central,509 Lowell Ave.
34.2,66023,Atchison,KS,"Jackson Farmers, Inc.",,Central,511 Howard St.
69.1,56143,Jackson,MN,"Jackson Feed, LLC",,Midwest,154 Industrial Pkwy.
100,51450,Sac,IA,"Jacobsen Hybrid Corn Co., Inc.",,Central,129 9th St.
57.3,56144,Pipestone,MN,"Jasper Soy Processors, LLC",,Midwest,220 W. Falls St.
100,41006,Pendleton,KY,Jay-Gee Mfg.,,Southeast,274 Industrial Rd.
37.8,65350,Pettis,MO,"JBS Live Pork, LLC",,Central,106 E. Washington
18.8,65240,Boone,MO,"JBS Live Pork, LLC",,Central,22701 N. March Rd.
41.3,19973,Sussex,DE,"JBS Packerland, Inc.",,Mid-Atlantic,Route 20 W. & 4957 Stein Hwy.
13.3,17023,Dauphin,PA,"JBS Souderton, Inc., Blending Div.",,Mid-Atlantic,4145 State Route 225
69.1,49250,Hillsdale,MI,JBS United,,Midwest,3611 W. Chicago Rd.
37.3,61071,Whiteside,IL,JBS United,,Midwest,105 Dixon Ave.
72.3,62340,Pike,IL,"JBS United, Inc.",,Midwest,42239 County Highway 2
5.6,46069,Hamilton,IN,"JBS United, Inc.",,Midwest,4310 W. State Road 38
16.5,61744,McLean,IL,"JBS United, Inc.",,Midwest,116 W. 2nd St.
59.4,51537,Shelby,IA,"JBS United, Inc.",,Central,1805 21st St.
46.4,44047,Ashtabula,OH,Jefferson Milling Co.,,Midwest,168 E. Jefferson St.
25.9,55057,Rice,MN,"Jennie-O Turkey Store, Inc.",,Midwest,"2675 330th St. W., E. Highway 19"
25.9,55021,Rice,MN,"Jennie-O Turkey Store, Inc.",,Midwest,1116 N.W. 4th Ave.
44.5,56209,Kandiyohi,MN,"Jennie-O Turkey Store, Inc.",,Midwest,501 Pleasant Ave.
73.6,56551,Otter Tail,MN,"Jennie-O Turkey Store, Inc.",,Midwest,300 Railway Ave.
100,56232,Lac qui Parle,MN,"Jennie-O Turkey Store, Inc.",,Midwest,1911 291st Ave.
72.8,56382,Morrison,MN,"Jennie-O Turkey Store, Inc.",,Midwest,21 3rd St.
73.6,56573,Otter Tail,MN,"Jennie-O Turkey Store, Inc., Perham Feed Mill",,Midwest,323 E. Main St.
49.2,47527,Dubois,IN,"JFS Milling, Inc.",,Midwest,5570 E. Kalb Zehr Rd.
36.2,47516,Knox,IN,"JFS Milling, Inc.",,Midwest,5167 N. State Road 67
100,73460,Johnston,OK,Johnston County Feed & Farm Supply,,South Central,1315 W. Main St.
70.6,48617,Clare,MI,Johnston Elevator,,Midwest,307 N. McEwan St.
55.4,45843,Hardin,OH,"Jolly's Corn, LLC",,Midwest,1866 Township Road 195
65.2,68716,Cuming,NE,Jones Grinding Service,,Central,1486 12th Rd.
70.3,27028,Davie,NC,"JP Green Milling Co., Inc.",,Southeast,496 E. Depot St.
58.2,50064,Greene,IA,"Juhl, Inc., Eldon",,Central,105 Gilmore
15.2,76504,Bell,TX,"Jupe Feeds, Inc.",,South Central,405 S. 2nd St.
23.4,76691,McLennan,TX,"Jupe Mills, Inc.",,South Central,107 S. Roberts St.
100,65354,Monroe,MO,"Jurgenmeyer Farms, Inc.",,Central,Highway 5 N.
26.6,17087,Lebanon,PA,"K & K Feed, LLC",,Mid-Atlantic,23 N. Park St.
66.8,17870,Snyder,PA,"K & L Feeds, Inc.",,Mid-Atlantic,2243 Route 522
59.5,73568,Cotton,OK,"K F M, Inc.",,South Central,201 E. Main St.
33,47370,Wayne,IN,"Kalmbach Feeds of Indiana, LLC",,Midwest,1481 S. Germantown Rd.
57.4,43351,Wyandot,OH,"Kalmbach Feeds, Inc.",,Midwest,7148 State Highway 199
22.2,17257,Cumberland,PA,"Kalmbach Feeds, Inc.",,Mid-Atlantic,908 Mount Rock Rd.
69.5,52247,Washington,IA,Kalona Feed,,Central,1410 East Ave.
39.2,84036,Summit,UT,Kamas Valley Co-Op,,Upper-West,3186 N. State Road 32
32.2,67124,Pratt,KS,"Kanza Co-Op, IUKA Feeds",,Central,100 Maple St.
100,68406,Fillmore,NE,"Kassik Milling Co., Inc.",,Central,309 Main St.
17.5,51106,Woodbury,IA,Kay Dee Feed Co.,,Central,1919 Grand Ave.
36.5,17929,Schuylkill,PA,"Kaytee Products, Inc.",,Mid-Atlantic,55 N. Sillyman St.
27.5,53014,Calumet,WI,"Kaytee Products, Inc.",,Midwest,521 Clay St.
66.3,45331,Darke,OH,"Keller Grain & Feed, Inc.",,Midwest,7977 Main St.
13.2,48854,Ingham,MI,"Kent Feeds, Inc.",,Midwest,725 Hull Rd.
44.7,46947,Cass,IN,"Kent Feeds, Inc.",,Midwest,2407 S. County Road 400 E.
13.5,50703,Black Hawk,IA,"Kent Feeds, Inc.",,Central,2233 W. Airline Hwy.
4.9,50009,Polk,IA,"Kent Feeds, Inc.",,Central,203 1st Ave. N.
17.5,51106,Woodbury,IA,"Kent Feeds, Inc.",,Central,4001 S. Lewis Blvd.
52.1,62618,Cass,IL,"Kent Feeds, Inc.",,Midwest,8679 Kent Feed Rd.
31.4,68601,Platte,NE,Kent Nutrition Group,,Central,5445 E. 23rd St.
29.5,21740,Washington,MD,Kent Nutrition Group,,Mid-Atlantic,11431 Hopewell Rd.
7.9,61109,Winnebago,IL,Kent Nutrition Group,,Midwest,1612 S. Bend Rd.
71.7,5476,Franklin,VT,"Kent Nutrition Group, Feed Division",,New England,1 Webster St.
64.1,14009,Wyoming,NY,"Kent Nutrition Group, Inc.",,New York-New Jersey,50 William St.
54.6,3304,Merrimack,NH,"Kent Nutrition Group, Inc.",,New England,520 Hall St.
45.8,65340,Saline,MO,"Kent Nutrition Group, Inc.",,Central,2855 W. Arrow St.
25.6,52761,Muscatine,IA,"Kent Nutrition Group, Inc.",,Central,2905 N. Highway 61
41.7,40342,Anderson,KY,"Kentucky Nutrition Service, Inc.",,Southeast,110 Railroad St.
61.5,50536,Palo Alto,IA,Kerber Milling Co.,,Central,1817 E. Main St.
34.4,46052,Boone,IN,Kern Kirtley & Herr Elevator,,Midwest,5780 S 200 E
74.6,76365,Clay,TX,Kerr Feed & Grain Co.,,South Central,903 E. Omega St.
52,50112,Poweshiek,IA,Key Co-Op,,Central,1006 Industrial Ave.
57.5,50137,Jasper,IA,Killduff Feed & Grain Inc.,,Central,7244 Railroad St.
56.9,43357,Logan,OH,"King Feed & Supply, Inc.",,Midwest,1001 W. Runkle St.
21.3,17603,Lancaster,PA,"Kirby Agri, Inc.",,Mid-Atlantic,1020 Millersville Rd.
35,33513,Sumter,FL,"Knight's Farm Fresh Feeds, Inc.",,Southeast,"5376 County Rd., Ste. 316-A"
42.9,46148,Henry,IN,"Knightstown Elevator, Inc.",,Midwest,4 W. Grant St.
36.3,17701,Lycoming,PA,"Knittle & Frey Accenter, Inc.",,Mid-Atlantic,2101 Sweeley Ave.
10.5,36043,Montgomery,AL,"Koch Foods Of Alabama, LLC",,Southeast,109 Tyson Rd.
10,37419,Hamilton,TN,"Koch Foods, LLC",,Southeast,1001 Birmingham Hwy.
25.8,6254,New London,CT,"Kofkoff Feed, Inc.",,New England,39 Murphy Rd.
85.7,54623,Vernon,WI,Koon Kreek Feeds,,Midwest,101-105 Babcock St.
100,76859,Menard,TX,Kothmann Feed Store,,South Central,906 Highway 190 W.
66.8,17833,Snyder,PA,Kreamer Feed,,Mid-Atlantic,215 Kreamer Ave.
88.5,17047,Perry,PA,"Kreider's Mill, Inc.",,Mid-Atlantic,21 Tressler Rd.
64.5,49419,Allegan,MI,"Kruger Commodities, Inc.",,Midwest,5900 Old Allegan Rd.
20.6,46507,Elkhart,IN,"Kruse Farm Supply, Inc.",,Midwest,19904 County Road 6
64.3,49858,Menominee,MI,Kuber's Feed Mill,,Midwest,912 41st Ave.
40.9,17814,Columbia,PA,"L & K Mills, Inc.",,Mid-Atlantic,4064 Maple Grove Rd.
9.8,93930,Monterey,CA,L A Hearne Co.,,Western,512 Metz Rd.
34.4,81050,Otero,CO,La Junta Mill & Elevator Co.,,Upper-West,100 Smithland Ave.
100,54622,Buffalo,WI,LaCrosse Milling Co.,,Midwest,5th & Highway 35
40.8,61319,Livingston,IL,Lafeber Co.,,Midwest,24981 N 1400 E Rd.
65.9,54868,Barron,WI,Lake Land Co-Op,,Midwest,203 W. Eau Claire St.
84.7,28642,Yadkin,NC,"Lake Phelps Grain, Inc.",,Southeast,5808 Howell School Rd.
0.6,44102,Cuyahoga,OH,Lake Shore Feed & Seed,,Midwest,5116 Clark Ave.
13.5,33803,Polk,FL,Lakeland Animal Nutrition,,Southeast,2725 S. Combee Rd.
2.4,85323,Maricopa,AZ,"Lakin Milling Co., Inc.",,Western,4456 S. Dysart Rd.
13.5,33860,Polk,FL,"Land O'Lakes Animal Nutrition, LLC",,Southeast,890 N. Prairie Industrial Pkwy.
8.3,68507,Lancaster,NE,Land O'Lakes Purina Animal Nutrition,,Central,5500 N. Cotner Blvd.
N/A,71106,Caddo,LA,"Land O'Lakes Purina Feed, LLC",,South Central,223 W. 63rd St.
N/A,70456,Tangipahoa,LA,"Land O'Lakes Purina Feed, LLC",,South Central,Highway 51 N.
43,54479,Marathon,WI,"Land O'Lakes Purina Feed, LLC",,Midwest,B4191 State Highway 13 N.
6.3,73106,Oklahoma,OK,"Land O'Lakes Purina Feed, LLC",,South Central,1108 N.W. 3rd St.
25.1,68025,Dodge,NE,"Land O'Lakes Purina Feed, LLC",,Central,330 E. Cloverly Rd.
3.4,37204,Davidson,TN,"Land O'Lakes Purina Feed, LLC",,Southeast,3601 Trousdale Dr.
37.9,28677,Iredell,NC,"Land O'Lakes Purina Feed, LLC",,Southeast,173 McNess Rd.
5.5,77471,Fort Bend,TX,"Land O'Lakes Purina Feed, LLC",,South Central,825 Highway 36 N.
51,44667,Wayne,OH,"Land O'Lakes Purina Feed, LLC",,Midwest,635 Collins Blvd.
7.7,67214,Sedgwick,KS,"Land O'Lakes Purina Feed, LLC",,Central,1836 N. Topeka
8,95380,Stanislaus,CA,"Land O'Lakes Purina Feed, LLC",,Western,1125 Paulson Rd.
3.6,80640,Adams,CO,"Land O'Lakes Purina Feed, LLC",,Upper-West,9200 E. 90th Ave.
22.6,97128,Yamhill,OR,"Land O'Lakes Purina Feed, LLC",,North West,102 S.E. Booth Bend Rd.
78.5,63361,Montgomery,MO,"Land O'Lakes Purina Feed, LLC",,Central,950 N. Walker St.
14,65801,Greene,MO,"Land O'Lakes Purina Feed, LLC",,Central,2726 W. Division St.
49.8,46041,Clinton,IN,"Land O'Lakes Purina Feed, LLC",,Midwest,2472 W. State Road 28
46.6,46542,Kosciusko,IN,"Land O'Lakes Purina Feed, LLC",,Midwest,1350 N 346 W
33,47374,Wayne,IN,"Land O'Lakes Purina Feed, LLC",,Midwest,505 N. 4th St.
23.4,76657,McLennan,TX,"Land O'Lakes Purina Feed, LLC",,South Central,1135 E. McGregor Dr.
1.3,76102,Tarrant,TX,"Land O'Lakes Purina Feed, LLC",,South Central,1501 E. 4th St.
65.3,78629,Gonzales,TX,"Land O'Lakes Purina Feed, LLC",,South Central,1402 E. Sara Dewitt Dr.
22.2,17011,Cumberland,PA,"Land O'Lakes Purina Feed, LLC",,Mid-Atlantic,475 Saint Johns Church Rd.
62.1,32055,Columbia,FL,"Land O'Lakes Purina Feed, LLC",,Southeast,637 N.W. Lake Jeffrey Rd.
20.6,30501,Hall,GA,"Land O'Lakes Purina Feed, LLC",,Southeast,1125 Purina Dr.
20.6,50401,Cerro Gordo,IA,"Land O'Lakes Purina Feed, LLC",,Central,1609 19th St. S.W.
24.7,54140,Outagamie,WI,"Land O'Lakes Purina Feed, LLC",,Midwest,1700 Bohm Dr.
35.1,54935,Fond du Lac,WI,"Land O'Lakes Purina Feed, LLC",,Midwest,717 S. Hickory St.
0.2,55126,Ramsey,MN,"Land O'Lakes Purina Feed, LLC",,Midwest,1080 County Road F W.
9.7,12085,Albany,NY,"Land O'Lakes Purina Feed, LLC",,New York-New Jersey,2 Van Buren Blvd.
13.5,44646,Stark,OH,"Land O'Lakes Purina Feeds, LLC",,Midwest,8485 Navarre Rd. S.W.
20.9,88210,Eddy,NM,Land O'Lakes Puring Feed,,South Central,110 E. Mill Rd.
13.4,64503,Buchanan,MO,"Land O'Lakes, Inc.",,Central,4225 S. U.S. Highway 169
13.6,57107,Minnehaha,SD,"Land O'lakes, Inc.",,Upper-West,101 S. Marion Rd.
83.4,52216,Cedar,IA,"Land O'Lakes, Inc., Agricultural Services",,Central,1655 140th St.
73.6,62263,Washington,IL,"Land O'Lakes, Inc., Div. Of Purina Animal Nutrition",,Midwest,17815 Mockingbird Rd.
47.8,43160,Fayette,OH,Land O'Lakes/Purina Feed,,Midwest,767 Old Chillicothe Rd.
59.4,51446,Shelby,IA,Landus Coooperative,,Central,305 Ellen St.
60.2,50441,Franklin,IA,Landus Cooperative,,Central,411 Central Ave. W.
67.8,50072,Madison,IA,Landus Cooperative,,Central,230 S. Chestnut Ave.
52,51444,Carroll,IA,Landus Cooperative,,Central,200 E. 1st St.
50.6,47348,Blackford,IN,Langdon Bros. Seed Corp.,,Midwest,3590 S 100 E
64.9,54983,Waupaca,WI,Larsen Co-Op,,Midwest,849 Manor Dr.
64.9,54961,Waupaca,WI,Larsen Co-Op,,Midwest,1104 Mulligan Dr.
29.8,69341,Scotts Bluff,NE,"Lass, Inc.",,Central,"955 Country Club Rd., Ste. A"
76.2,64465,Clinton,MO,Lathrop Feed & Grain Inc.,,Central,402 Locust St.
83.2,47037,Ripley,IN,"Laughery Valley Ag Co-Op, Inc.",,Midwest,336 N. Buckeye St.
53.1,47018,Dearborn,IN,Laughery Valley Ag LLC,,Midwest,11016 U.S. Highway 50
58.4,47446,Lawrence,IN,Lawrence County Farm Supply,,Midwest,409 W. Main St.
0.6,90241,Los Angeles,CA,"Leach Grain & Milling Co., Inc.",,Western,8131 Pivot St.
26.1,13904,Broome,NY,Lebanon Seaboard Corp.,,New York-New Jersey,1 George St.
3.3,84660,Utah,UT,"Leland Milling Co., Inc.",,Upper-West,905 S. Mill Rd.
55.7,43019,Knox,OH,"Leve Agriman, Inc.",,Midwest,194 N. Main St.
68.8,27017,Surry,NC,"Level Cross Milling, Inc.",,Southeast,3941 Siloam Rd.
43.9,35616,Colbert,AL,"Life Data Labs, Inc.",,Southeast,12290 Highway 72
91.6,46746,Lagrange,IN,"Lima Elevator Co., Inc.",,Midwest,1st & Defiance St.
58.2,78013,Kendall,TX,"Lindner Feed & Milling Co., Inc.",,South Central,818 Front St.
31.6,97322,Linn,OR,Lindsay Farms,,North West,35195 Tennessee Rd. S.E.
67.2,50454,Mitchell,IA,Little Cedar Co-Op Elevator,,Central,4259 Quail Ave.
42.3,78644,Caldwell,TX,"Livengood Feeds, Inc.",,South Central,300 N. Colorado St.
41.9,68949,Phelps,NE,"Livestock Feeders Service, Inc.",,Central,515 3rd St.
24.8,73522,Jackson,OK,"Livestock Nutrition Center, LLC",,South Central,601 Old Mill Road
77.7,74941,Haskell,OK,"Livestock Nutrition Center, LLC",,South Central,301 S.E. Broadway St.
55.4,73044,Logan,OK,"Livestock Nutrition Center, LLC",,South Central,4806 Moose Cir.
3.8,64116,Jackson,MO,"Livestock Nutrition Center, LLC",,Central,200 W. 11th Ave.
2.8,38120,Shelby,TN,"Livestock Nutrition Center, LLC",,Southeast,5860 Ridgeway Center Pkwy.
63.9,73018,Grady,OK,"Livestock Nutrition Center, LLC",,South Central,409 Sheppard St.
53.7,78624,Gillespie,TX,Lochte Feed & General Store,,South Central,509 Longhorn St.
53.8,67647,Phillips,KS,"Long Island Feed & Grain Co., LLC",,Central,N. Highway 383
25.9,55046,Rice,MN,"Lonsdale Feed Mill, Inc.",,Midwest,209 Ash St. N.W.
75.9,38469,Lawrence,TN,"Loretto Milling Co., LLC",,Southeast,304 2nd Ave. S.
85.8,47166,Harrison,IN,"Lost Creek Feed & Grain, LLC",,Midwest,2450 Lost Creek Rd. N.W.
61.9,44842,Ashland,OH,Loudonville Farmers Equity Co.,,Midwest,514 W. Main St.
12.6,20158,Loudoun,VA,Loudoun County Milling Co.,,Mid-Atlantic,39098 Irene Rd.
4.6,6897,Fairfield,CT,"Louis Dreyfus Co., LLC",,New England,"40 Danbury Rd., 3rd Fl."
31.2,42101,Warren,KY,"Lowe's Feed & Grain, Inc.",,Southeast,617 Clay St.
53.8,47240,Decatur,IN,"Lowe's Pellets & Grain, Inc.",,Midwest,2372 W. State Road 46
80.3,4742,Aroostook,ME,"Lucerne Farms, Inc.",,New England,40 Easton Line Rd.
44.7,46950,Cass,IN,"Lucerne Feed & Grain, LLC",,Midwest,Road 16
29.5,43441,Wood,OH,"Luckey Farmers, Inc.",,Midwest,23615 Lemoyne Rd.
53.5,77833,Washington,TX,Luedemann Feed & Farm,,South Central,6703 Old Mill Creek Rd.
6.3,73054,Oklahoma,OK,"Luther Mill & Farm Supply, Inc.",,South Central,300 N. Ash St.
28.6,42266,Christian,KY,"Luttrull Feeds, Inc.",,Southeast,127 Hobson St.
70.6,13820,Otsego,NY,"Lutz Feed Co., Inc.",,New York-New Jersey,80 Lower River St.
52.3,56156,Rock,MN,Luverne Farm Store,,Midwest,617 S. Kniss
13.3,17061,Dauphin,PA,Lykens Valley Roller Mills,,Mid-Atlantic,289 Mill Rd.
70.6,52171,Fayette,IA,"Lynch Livestock, Inc.",,Central,331 3rd St. N.W.
41.6,62051,Montgomery,IL,M & M Service Co.,,Midwest,511 E. State St.
75.5,42728,Adair,KY,M & W Milling Co.,,Southeast,510 Short St.
100,58436,Dickey,ND,"M L S Dakota, Inc.",,Upper-West,205 1st St. N.W.
100,68038,Burt,NE,M&Q LLC,,Central,800 Highway 51
90.1,16950,Tioga,PA,Mac Knight's Agway,,Mid-Atlantic,120 North St.
100,58530,Oliver,ND,Maertens Mfg. ,,Upper-West,2245 41st Ave. S.W.
13.5,44666,Stark,OH,Magnatone Products,,Midwest,1223 Ben Fulton Rd.
6.5,44077,Lake,OH,"Magnus International Group, Inc.",,Midwest,679 Hardy Rd.
36.3,85643,Cochise,AZ,Maid Rite Feeds,,Western,225 S. Railroad Ave.
11.9,46797,Allen,IN,"Malfait Farms, Inc., J.",,Midwest,3727 Fahlsing Rd.
56.3,85344,La Paz,AZ,"Manchester Feeds, Inc.",,Western,21680 E. Agnes Wilson Rd.
61.6,78039,Medina,TX,"Mangold Grain Co., Inc., R. J.",,South Central,16112 S. Front St.
6.1,66115,Wyandotte,KS,"Manna Pro Products, LLC",,Central,3158 N. 7th Street Trfy.
0,80216,Denver,CO,"Manna Pro Products, LLC",,Upper-West,4545 Madison St.
1.1,63005,St. Louis,MO,"Manna Pro Products, LLC",,Central,"707 Spirit 40 Park Dr., Ste. 150"
15.5,93227,Tulare,CA,"Manna Pro Products, LLC",,Western,31120 West St.
3.5,33619,Hillsborough,FL,"Manna Pro Products, LLC.",,Southeast,7000 Adamo Dr.
34.4,81058,Otero,CO,Manzanola Feeds,,Upper-West,33445 County Road 11
68.7,17052,Huntingdon,PA,Mapleton Farm & Garden,,Mid-Atlantic,175 Feed Mill Dr.
53.3,52060,Jackson,IA,Maquoketa Feeds,,Central,903 E. Platt St.
61.4,45860,Mercer,OH,Maria Stein Grain Co.,,Midwest,8010 State Route 119
45.6,36759,Dallas,AL,Marion Junction Farmer Co-Op,,Southeast,7677 County Road 45
2.2,55447,Hennepin,MN,"Marion Zoological, Inc.",,Midwest,14149 21st Ave. N.
93.8,30558,Banks,GA,"Mar-Jac Poultry, Inc.",,Southeast,505 Twin Mill Dr.
79.6,39367,Wayne,MS,Mar-Jack Poultry,,Southeast,261 Marshall Durbin Dr.
49,26041,Marshall,WV,"Marshall County Co-Op, Inc.",,Mid-Atlantic,400 11th St.
75,47859,Parke,IN,Marshall Feed & Grain,,Midwest,35 Main St.
56.1,75671,Harrison,TX,"Marshall Minerals, Inc.",,South Central,707 Evans St.
56.5,39817,Decatur,GA,"Marshall Minerals, Inc.",,Southeast,1100 Dothan Rd.
73.9,65706,Webster,MO,"Marshfield Mills, Inc.",,Central,204 E. Jackson St.
32.5,55362,Wright,MN,Martie's Farm Service,,Midwest,100 Dundas Rd.
77.1,47993,Warren,IN,"Martin Seeds, Inc.",,Midwest,10045 W. 2nd St.
59,76272,Cooke,TX,Martindale Feed Mill,,South Central,500 S. Interstate 35
69.1,49266,Hillsdale,MI,"Mar-Vo Mineral Co., Inc.",,Midwest,7160 E. Beecher Rd.
20.6,50401,Cerro Gordo,IA,"Mason City By-Products, Inc.",,Central,715 15th St. N.W.
37.6,48166,Monroe,MI,"Masserant's Feed & Grain, Inc.",,Midwest,3546 Mill St.
